user_id,recovery_st_date,last_announcement,last_recovery_daysago
387,2016-11-30,2019-05-31 19:45:52,912
89,2017-01-15,2019-01-15 07:09:19,730
89,2017-01-15,2019-01-15 07:09:19,730
89,2017-01-15,2019-01-15 07:09:19,730
89,2017-01-15,2019-01-15 07:09:19,730
89,2017-01-15,2019-01-15 07:09:19,730
397,2018-05-21,2018-10-18 15:59:55,150
397,2018-05-21,2018-10-18 15:59:55,150
397,2018-05-21,2018-10-18 15:59:55,150
397,2018-05-21,2018-10-18 15:59:55,150
248,2018-11-14,2019-05-13 23:16:16,180
248,2018-11-14,2019-05-13 23:16:16,180
45,2017-10-03,2018-10-03 15:28:05,365
45,2017-10-03,2018-10-03 15:28:05,365
45,2017-10-03,2018-10-03 15:28:05,365
234,2019-01-05,2019-03-06 03:57:06,60
125,2019-02-21,2019-04-15 22:22:20,53
125,2019-02-21,2019-04-15 22:22:20,53
443,2017-06-20,2019-06-20 06:01:51,730
383,2018-04-02,2018-08-05 00:02:03,125
383,2018-04-02,2018-08-05 00:02:03,125
383,2018-04-02,2018-08-05 00:02:03,125
33,2018-05-22,2018-06-10 23:21:45,19
455,2018-10-28,2019-06-25 18:43:04,240
455,2018-10-28,2019-06-25 18:43:04,240
168,2011-08-31,2016-02-24 12:32:28,2555
168,2011-08-31,2016-02-24 12:32:28,2555
168,2011-08-31,2016-02-24 12:32:28,2555
168,2011-08-31,2016-02-24 12:32:28,2555
